Guesses,Accounts Cracked,Passwords Cracked,% Accounts,% Passwords
10000,6,5,8.63769200869528E-05,7.19807667391273E-05
20000,378,7,0.00544174596547802,0.000100773073434778
30000,381,10,0.0054849344255215,0.000143961533478255
40000,392,13,0.00564329211234758,0.000187149993521731
50000,393,14,0.00565768826569541,0.000201546146869556
60000,398,17,0.00572966903243453,0.000244734606913033
70000,418,19,0.00601759209939104,0.000273526913608684
80000,421,22,0.00606078055943452,0.00031671537365216
90000,421,22,0.00606078055943452,0.00031671537365216
100000,423,24,0.00608957286613017,0.000345507680347811
110000,423,24,0.00608957286613017,0.000345507680347811
120000,423,24,0.00608957286613017,0.000345507680347811
130000,424,25,0.006103969019478,0.000359903833695637
140000,425,26,0.00611836517282582,0.000374299987043462
150000,425,26,0.00611836517282582,0.000374299987043462
160000,429,28,0.00617594978621712,0.000403092293739113
170000,429,28,0.00617594978621712,0.000403092293739113
180000,429,28,0.00617594978621712,0.000403092293739113
190000,431,30,0.00620474209291277,0.000431884600434764
200000,431,30,0.00620474209291277,0.000431884600434764
210000,432,31,0.0062191382462606,0.000446280753782589
220000,434,33,0.00624793055295625,0.00047507306047824
230000,435,34,0.00626232670630408,0.000489469213826066
240000,435,34,0.00626232670630408,0.000489469213826066
250000,436,35,0.0062767228596519,0.000503865367173891
260000,454,36,0.00653585361991276,0.000518261520521717
270000,462,40,0.00665102284669536,0.000575846133913018
280000,462,40,0.00665102284669536,0.000575846133913018
290000,462,40,0.00665102284669536,0.000575846133913018
300000,553,43,0.00796107280134748,0.000619034593956495
310000,555,44,0.00798986510804313,0.00063343074730432
320000,555,44,0.00798986510804313,0.00063343074730432
330000,557,45,0.00801865741473878,0.000647826900652146
340000,560,47,0.00806184587478226,0.000676619207347797
350000,560,47,0.00806184587478226,0.000676619207347797
360000,565,49,0.00813382664152138,0.000705411514043448
370000,565,49,0.00813382664152138,0.000705411514043448
380000,565,49,0.00813382664152138,0.000705411514043448
390000,566,50,0.00814822279486921,0.000719807667391273
400000,567,51,0.00816261894821704,0.000734203820739099
410000,568,52,0.00817701510156486,0.000748599974086924
420000,570,53,0.00820580740826051,0.000762996127434749
430000,573,55,0.00824899586830399,0.0007917884341304
440000,574,56,0.00826339202165182,0.000806184587478226
450000,576,58,0.00829218432834746,0.000834976894173877
460000,576,58,0.00829218432834746,0.000834976894173877
470000,577,59,0.00830658048169529,0.000849373047521702
480000,578,60,0.00832097663504312,0.000863769200869528
490000,578,60,0.00832097663504312,0.000863769200869528
500000,579,61,0.00833537278839094,0.000878165354217353
510000,580,62,0.00834976894173877,0.000892561507565179
520000,580,62,0.00834976894173877,0.000892561507565179
530000,582,64,0.00837856124843442,0.00092135381426083
540000,583,65,0.00839295740178224,0.000935749967608655
550000,584,66,0.00840735355513007,0.00095014612095648
560000,584,66,0.00840735355513007,0.00095014612095648
570000,586,67,0.00843614586182572,0.000964542274304306
580000,587,68,0.00845054201517354,0.000978938427652131
590000,588,69,0.00846493816852137,0.000993334580999957
600000,588,69,0.00846493816852137,0.000993334580999957
610000,589,70,0.0084793343218692,0.00100773073434778
620000,591,71,0.00850812662856485,0.00102212688769561
630000,593,72,0.0085369189352605,0.00103652304104343
640000,593,72,0.0085369189352605,0.00103652304104343
650000,593,72,0.0085369189352605,0.00103652304104343
660000,593,72,0.0085369189352605,0.00103652304104343
670000,595,74,0.00856571124195615,0.00106531534773908
680000,596,75,0.00858010739530398,0.00107971150108691
690000,596,75,0.00858010739530398,0.00107971150108691
700000,597,76,0.0085945035486518,0.00109410765443474
710000,598,77,0.00860889970199963,0.00110850380778256
720000,600,79,0.00863769200869528,0.00113729611447821
730000,602,81,0.00866648431539093,0.00116608842117386
740000,605,84,0.0087096727754344,0.00120927688121734
750000,607,86,0.00873846508213006,0.00123806918791299
760000,607,86,0.00873846508213006,0.00123806918791299
770000,608,87,0.00875286123547788,0.00125246534126082
780000,609,88,0.00876725738882571,0.00126686149460864
790000,612,91,0.00881044584886918,0.00131004995465212
800000,612,91,0.00881044584886918,0.00131004995465212
810000,613,92,0.00882484200221701,0.00132444610799994
820000,614,93,0.00883923815556483,0.00133884226134777
830000,614,93,0.00883923815556483,0.00133884226134777
840000,618,95,0.00889682276895614,0.00136763456804342
850000,620,97,0.00892561507565179,0.00139642687473907
860000,621,98,0.00894001122899961,0.0014108230280869
870000,621,98,0.00894001122899961,0.0014108230280869
880000,621,98,0.00894001122899961,0.0014108230280869
890000,621,98,0.00894001122899961,0.0014108230280869
900000,621,98,0.00894001122899961,0.0014108230280869
910000,621,98,0.00894001122899961,0.0014108230280869
920000,624,101,0.00898319968904309,0.00145401148813037
930000,626,102,0.00901199199573874,0.0014684076414782
940000,629,104,0.00905518045578222,0.00149719994817385
950000,630,105,0.00906957660913004,0.00151159610152167
960000,631,106,0.00908397276247787,0.0015259922548695
970000,631,106,0.00908397276247787,0.0015259922548695
980000,636,108,0.00915595352921699,0.00155478456156515
990000,636,108,0.00915595352921699,0.00155478456156515
